,ORIGIN_CITY,DEST_CITY,QUARTER,Carrier,Average_Delay_Time,Accidents,Average_Price,Food_Drink,Entertainment,Seat_comfort,Stuff_Service,Value_for_Money
2309,Phoenix,Orlando,2,American Airlines,8.799674267,108,324.2508705,2,2,2,2,2
2310,Phoenix,Orlando,3,American Airlines,12.86092715,108,279.7016285,2,2,2,2,2
2311,Phoenix,Orlando,4,American Airlines,11.04452055,108,291.531529,2,2,2,2,2
2312,Phoenix,Palm Springs,1,American Airlines,1.206896552,108,181.3127019,2,2,2,2,2
2313,Phoenix,Palm Springs,2,American Airlines,1,108,180.3281368,2,2,2,2,2
2314,Phoenix,Palm Springs,4,American Airlines,9.75,108,184.8857803,2,2,2,2,2
2315,Phoenix,Philadelphia,1,American Airlines,8.287419651,108,342.3947028,2,2,2,2,2
2316,Phoenix,Philadelphia,2,American Airlines,9.825572801,108,348.4262035,2,2,2,2,2
2317,Phoenix,Philadelphia,3,American Airlines,10.49913644,108,327.4697466,2,2,2,2,2
2318,Phoenix,Philadelphia,4,American Airlines,7.907663317,108,321.4816561,2,2,2,2,2
2319,Phoenix,Pittsburgh,1,American Airlines,5.15497076,108,314.9765803,2,2,2,2,2
2320,Phoenix,Pittsburgh,2,American Airlines,7.501204819,108,300.2152945,2,2,2,2,2
2321,Phoenix,Pittsburgh,3,American Airlines,7.974609375,108,302.1865489,2,2,2,2,2
2322,Phoenix,Pittsburgh,4,American Airlines,7.54527163,108,292.4471882,2,2,2,2,2
2323,Phoenix,Portland,1,American Airlines,8.826388889,108,217.5768317,2,2,2,2,2
2324,Phoenix,Portland,2,American Airlines,11.92505353,108,205.724452,2,2,2,2,2
2325,Phoenix,Portland,3,American Airlines,12.80416667,108,226.570801,2,2,2,2,2
2326,Phoenix,Portland,4,American Airlines,14.02627119,108,193.2888317,2,2,2,2,2
2327,Phoenix,Reno,1,American Airlines,6.068965517,108,204.1658766,2,2,2,2,2
2328,Phoenix,Reno,2,American Airlines,5.892395983,108,196.4177255,2,2,2,2,2
2329,Phoenix,Reno,3,American Airlines,7.596175478,108,194.9671033,2,2,2,2,2
2330,Phoenix,Reno,4,American Airlines,6.174496644,108,199.7605766,2,2,2,2,2
2331,Phoenix,Sacramento,1,American Airlines,6.319337017,108,208.8469569,2,2,2,2,2
2332,Phoenix,Sacramento,2,American Airlines,8.234317343,108,197.8566245,2,2,2,2,2
2333,Phoenix,Sacramento,3,American Airlines,9.74644727,108,215.8101224,2,2,2,2,2
2334,Phoenix,Sacramento,4,American Airlines,6.370229008,108,202.9696067,2,2,2,2,2
2335,Phoenix,Salt Lake City,1,American Airlines,5.398701299,108,192.4281612,2,2,2,2,2
2336,Phoenix,Salt Lake City,2,American Airlines,6.874857793,108,177.0009696,2,2,2,2,2
2337,Phoenix,Salt Lake City,3,American Airlines,7.195035461,108,197.6200699,2,2,2,2,2
2338,Phoenix,Salt Lake City,4,American Airlines,6.44937833,108,143.6133217,2,2,2,2,2
2339,Phoenix,San Antonio,1,American Airlines,0,108,282.250586,2,2,2,2,2
2340,Phoenix,San Antonio,2,American Airlines,5.826086957,108,241.6131203,2,2,2,2,2
2341,Phoenix,San Antonio,3,American Airlines,9.783068783,108,250.9273021,2,2,2,2,2
2342,Phoenix,San Antonio,4,American Airlines,4.978813559,108,266.5538658,2,2,2,2,2
2343,Phoenix,San Diego,1,American Airlines,5.156692057,108,196.0204541,2,2,2,2,2
2344,Phoenix,San Diego,2,American Airlines,7.615248227,108,190.5174474,2,2,2,2,2
2345,Phoenix,San Diego,3,American Airlines,9.237106017,108,175.3117164,2,2,2,2,2
2346,Phoenix,San Diego,4,American Airlines,6.037472447,108,186.1868106,2,2,2,2,2
2347,Phoenix,San Francisco,1,American Airlines,16.38902148,108,192.6999826,2,2,2,2,2
2348,Phoenix,San Francisco,2,American Airlines,16.4482091,108,211.050259,2,2,2,2,2
2349,Phoenix,San Francisco,3,American Airlines,14.54524362,108,161.7025278,2,2,2,2,2
2350,Phoenix,San Francisco,4,American Airlines,13.1495935,108,182.0180997,2,2,2,2,2
2351,Phoenix,San Jose,1,American Airlines,6.765571914,108,212.078411,2,2,2,2,2
2352,Phoenix,San Jose,2,American Airlines,6.647338403,108,217.7807547,2,2,2,2,2
2353,Phoenix,San Jose,3,American Airlines,7.666404406,108,187.1491484,2,2,2,2,2
2354,Phoenix,San Jose,4,American Airlines,5.959967974,108,191.5144455,2,2,2,2,2
2355,Phoenix,Santa Ana,1,American Airlines,6.793244626,108,177.3748713,2,2,2,2,2
2356,Phoenix,Santa Ana,2,American Airlines,7.434306569,108,177.6782526,2,2,2,2,2
2357,Phoenix,Santa Ana,3,American Airlines,9.092165899,108,180.5690214,2,2,2,2,2
2358,Phoenix,Santa Ana,4,American Airlines,7.357967667,108,173.2572392,2,2,2,2,2
2359,Phoenix,Seattle,1,American Airlines,7.315662651,108,209.5761763,2,2,2,2,2
2360,Phoenix,Seattle,2,American Airlines,10.1884058,108,204.0423433,2,2,2,2,2
2361,Phoenix,Seattle,3,American Airlines,12.39158062,108,215.957981,2,2,2,2,2
2362,Phoenix,Seattle,4,American Airlines,9.68622449,108,185.295953,2,2,2,2,2
2363,Phoenix,Spokane,1,American Airlines,8.429090909,108,234.976131,2,2,2,2,2
2364,Phoenix,Spokane,2,American Airlines,7.903846154,108,235.2205858,2,2,2,2,2
2365,Phoenix,Spokane,3,American Airlines,9.341240876,108,229.8041818,2,2,2,2,2
2366,Phoenix,Spokane,4,American Airlines,4.918660287,108,210.584818,2,2,2,2,2
2367,Phoenix,St. Louis,1,American Airlines,5.45825603,108,247.1900546,2,2,2,2,2
2368,Phoenix,St. Louis,2,American Airlines,7.160202361,108,252.8981267,2,2,2,2,2
2369,Phoenix,St. Louis,3,American Airlines,6.955242967,108,272.7086871,2,2,2,2,2
2370,Phoenix,St. Louis,4,American Airlines,7.978843441,108,227.8555818,2,2,2,2,2
2371,Phoenix,Tampa,1,American Airlines,6.040345821,108,316.8017055,2,2,2,2,2
2372,Phoenix,Tampa,2,American Airlines,11.17633411,108,329.4989594,2,2,2,2,2
2373,Phoenix,Tampa,3,American Airlines,11.62672811,108,274.2933262,2,2,2,2,2
2374,Phoenix,Tampa,4,American Airlines,7.52866242,108,298.435189,2,2,2,2,2
2375,Phoenix,Tucson,4,American Airlines,0,108,341.5686667,2,2,2,2,2
2376,Phoenix,Washington,1,American Airlines,7.790786948,108,360.956208,2,2,2,2,2
2377,Phoenix,Washington,2,American Airlines,8.177952756,108,356.7747292,2,2,2,2,2
2378,Phoenix,Washington,3,American Airlines,11.03237858,108,347.2900212,2,2,2,2,2
2379,Phoenix,Washington,4,American Airlines,7.087609512,108,350.2038187,2,2,2,2,2
2380,Pittsburgh,Boston,1,American Airlines,0,108,186.8742007,2,2,2,2,2
2381,Pittsburgh,Charlotte,1,American Airlines,5.485689506,108,235.3627985,2,2,2,2,2
2382,Pittsburgh,Charlotte,2,American Airlines,4.923822715,108,236.7291356,2,2,2,2,2
2383,Pittsburgh,Charlotte,3,American Airlines,6.147484095,108,232.4671731,2,2,2,2,2
2384,Pittsburgh,Charlotte,4,American Airlines,4.436300175,108,214.7869027,2,2,2,2,2
2385,Pittsburgh,Chicago,2,American Airlines,16.59405941,108,219.7733174,2,2,2,2,2
2386,Pittsburgh,Chicago,3,American Airlines,7.624161074,108,207.8089322,2,2,2,2,2
2387,Pittsburgh,Chicago,4,American Airlines,9.061983471,108,202.7476051,2,2,2,2,2
2388,Pittsburgh,Dallas/Fort Worth,1,American Airlines,14.3180212,108,303.9534571,2,2,2,2,2
2389,Pittsburgh,Dallas/Fort Worth,2,American Airlines,11.97604259,108,288.1222002,2,2,2,2,2
2390,Pittsburgh,Dallas/Fort Worth,3,American Airlines,9.249795918,108,287.0828857,2,2,2,2,2
2391,Pittsburgh,Dallas/Fort Worth,4,American Airlines,9.732071713,108,283.7466472,2,2,2,2,2
2392,Pittsburgh,Los Angeles,1,American Airlines,13.53409091,108,277.9760094,2,2,2,2,2
2393,Pittsburgh,Los Angeles,2,American Airlines,1.092592593,108,295.4356631,2,2,2,2,2
2394,Pittsburgh,Los Angeles,3,American Airlines,6.437086093,108,295.2757721,2,2,2,2,2
2395,Pittsburgh,Los Angeles,4,American Airlines,2.644927536,108,289.0802385,2,2,2,2,2
2396,Pittsburgh,New York,1,American Airlines,0,108,287.1787675,2,2,2,2,2
2397,Pittsburgh,New York,3,American Airlines,0,108,306.3488998,2,2,2,2,2
2398,Pittsburgh,New York,4,American Airlines,15.875,108,273.4876965,2,2,2,2,2
2399,Pittsburgh,Philadelphia,1,American Airlines,6.905050505,108,277.6773908,2,2,2,2,2
2400,Pittsburgh,Philadelphia,2,American Airlines,10.13380282,108,278.7948116,2,2,2,2,2
2401,Pittsburgh,Philadelphia,3,American Airlines,9.382275132,108,260.4992782,2,2,2,2,2
2402,Pittsburgh,Philadelphia,4,American Airlines,9.287330317,108,268.6763292,2,2,2,2,2
2403,Pittsburgh,Phoenix,1,American Airlines,2.587719298,108,311.4559465,2,2,2,2,2
2404,Pittsburgh,Phoenix,2,American Airlines,2.072289157,108,276.6286649,2,2,2,2,2
2405,Pittsburgh,Phoenix,3,American Airlines,5.690802348,108,296.798977,2,2,2,2,2
2406,Pittsburgh,Phoenix,4,American Airlines,2.581488934,108,286.7770775,2,2,2,2,2
2407,Pittsburgh,Washington,1,American Airlines,0,108,202.6460566,2,2,2,2,2
2408,Pittsburgh,Washington,4,American Airlines,0,108,204.7232524,2,2,2,2,2
2409,Portland,Charlotte,1,American Airlines,8.33218149,108,305.3679696,2,2,2,2,2
2410,Portland,Charlotte,2,American Airlines,8.651783139,108,293.2556591,2,2,2,2,2
2411,Portland,Charlotte,3,American Airlines,8.811128527,108,273.7575459,2,2,2,2,2
2412,Portland,Charlotte,4,American Airlines,9.566160325,108,273.523005,2,2,2,2,2
2413,Portland,Chicago,1,American Airlines,6.063197026,108,242.8335043,2,2,2,2,2
2414,Portland,Chicago,2,American Airlines,10.45974576,108,257.9905574,2,2,2,2,2
2415,Portland,Chicago,3,American Airlines,9.922077922,108,272.0039712,2,2,2,2,2
2416,Portland,Chicago,4,American Airlines,9.673289183,108,218.6900738,2,2,2,2,2
2417,Portland,Dallas/Fort Worth,1,American Airlines,14.67844523,108,274.5928432,2,2,2,2,2
2418,Portland,Dallas/Fort Worth,2,American Airlines,12.65970962,108,299.9088954,2,2,2,2,2
2419,Portland,Dallas/Fort Worth,3,American Airlines,12.36763551,108,247.0601885,2,2,2,2,2
2420,Portland,Dallas/Fort Worth,4,American Airlines,12.01853568,108,246.4172687,2,2,2,2,2
2421,Portland,Los Angeles,1,American Airlines,0,108,147.141372,2,2,2,2,2
2422,Portland,Philadelphia,2,American Airlines,33.31460674,108,309.9158208,2,2,2,2,2
2423,Portland,Philadelphia,3,American Airlines,13.28272251,108,274.2894763,2,2,2,2,2
2424,Portland,Philadelphia,4,American Airlines,0,108,317.5007943,2,2,2,2,2
2425,Portland,Phoenix,1,American Airlines,5.718881119,108,207.8346199,2,2,2,2,2
2426,Portland,Phoenix,2,American Airlines,6.147909968,108,187.910738,2,2,2,2,2
2427,Portland,Phoenix,3,American Airlines,6.405337781,108,225.5473601,2,2,2,2,2
2428,Portland,Phoenix,4,American Airlines,11.72288136,108,183.6468915,2,2,2,2,2
2429,Portland,Washington,2,American Airlines,0,108,192.9343362,2,2,2,2,2
2430,Portland,Washington,3,American Airlines,10.33928571,108,221.3259513,2,2,2,2,2
2431,Portland,Washington,4,American Airlines,0,108,189.4839,2,2,2,2,2
2432,Providence,Charlotte,1,American Airlines,5.302588997,108,214.4782418,2,2,2,2,2
2433,Providence,Charlotte,2,American Airlines,7.544117647,108,249.5544059,2,2,2,2,2
2434,Providence,Charlotte,3,American Airlines,7.68544102,108,196.8306242,2,2,2,2,2
2435,Providence,Charlotte,4,American Airlines,4.830889541,108,206.7683725,2,2,2,2,2
2436,Providence,Philadelphia,1,American Airlines,7.504807692,108,213.0834798,2,2,2,2,2
2437,Providence,Philadelphia,2,American Airlines,7.196078431,108,225.0542441,2,2,2,2,2
2438,Providence,Philadelphia,3,American Airlines,8.133699634,108,227.260364,2,2,2,2,2
2439,Providence,Philadelphia,4,American Airlines,6.416779432,108,205.3701604,2,2,2,2,2
2440,Providence,Washington,3,American Airlines,14.47368421,108,207.8820882,2,2,2,2,2
2441,Providence,Washington,4,American Airlines,0,108,177.5300217,2,2,2,2,2
2442,Raleigh/Durham,Charlotte,1,American Airlines,6.840182648,108,163.8341434,2,2,2,2,2
2443,Raleigh/Durham,Charlotte,2,American Airlines,10.11952191,108,144.0902374,2,2,2,2,2
2444,Raleigh/Durham,Charlotte,3,American Airlines,10.24207348,108,179.8580247,2,2,2,2,2
2445,Raleigh/Durham,Charlotte,4,American Airlines,6.913333333,108,156.7643633,2,2,2,2,2
2446,Raleigh/Durham,Chicago,1,American Airlines,11.52884615,108,212.7666284,2,2,2,2,2
2447,Raleigh/Durham,Chicago,2,American Airlines,19.59539789,108,232.3887203,2,2,2,2,2
2448,Raleigh/Durham,Chicago,3,American Airlines,15.60560748,108,193.7851671,2,2,2,2,2
2449,Raleigh/Durham,Chicago,4,American Airlines,10.59394572,108,200.1003135,2,2,2,2,2
2450,Raleigh/Durham,Dallas/Fort Worth,1,American Airlines,11.75851148,108,306.1106989,2,2,2,2,2
2451,Raleigh/Durham,Dallas/Fort Worth,2,American Airlines,14.26402393,108,305.074784,2,2,2,2,2
2452,Raleigh/Durham,Dallas/Fort Worth,3,American Airlines,15.098434,108,292.7246499,2,2,2,2,2
2453,Raleigh/Durham,Dallas/Fort Worth,4,American Airlines,9.575896262,108,270.3758781,2,2,2,2,2
2454,Raleigh/Durham,Los Angeles,1,American Airlines,27.5,108,305.8815614,2,2,2,2,2
2455,Raleigh/Durham,Los Angeles,2,American Airlines,13.88518519,108,318.8041425,2,2,2,2,2
2456,Raleigh/Durham,Los Angeles,3,American Airlines,14.88511749,108,320.5309524,2,2,2,2,2
2457,Raleigh/Durham,Los Angeles,4,American Airlines,15.70338983,108,303.1552271,2,2,2,2,2
2458,Raleigh/Durham,Miami,1,American Airlines,10.03584672,108,181.9944189,2,2,2,2,2
2459,Raleigh/Durham,Miami,2,American Airlines,11.44160584,108,179.6087512,2,2,2,2,2
2460,Raleigh/Durham,Miami,3,American Airlines,15.14522293,108,156.5686676,2,2,2,2,2
2461,Raleigh/Durham,Miami,4,American Airlines,8.318125771,108,183.6610964,2,2,2,2,2
2462,Raleigh/Durham,New York,1,American Airlines,17.31654676,108,166.6342852,2,2,2,2,2
2463,Raleigh/Durham,New York,2,American Airlines,19.53448276,108,188.8217729,2,2,2,2,2
2464,Raleigh/Durham,New York,3,American Airlines,16.16551724,108,220.0682168,2,2,2,2,2
2465,Raleigh/Durham,New York,4,American Airlines,10.82386364,108,147.9534184,2,2,2,2,2
2466,Raleigh/Durham,Philadelphia,1,American Airlines,8.089141005,108,208.1414247,2,2,2,2,2
2467,Raleigh/Durham,Philadelphia,2,American Airlines,10.75300401,108,185.4878591,2,2,2,2,2
2468,Raleigh/Durham,Philadelphia,3,American Airlines,8.421112372,108,277.3297463,2,2,2,2,2
2469,Raleigh/Durham,Philadelphia,4,American Airlines,6.755251142,108,197.0826221,2,2,2,2,2
2470,Reno,Chicago,1,American Airlines,11.37,108,273.078376,2,2,2,2,2
2471,Reno,Chicago,2,American Airlines,14.94879518,108,249.6710485,2,2,2,2,2
2472,Reno,Chicago,3,American Airlines,15.51179245,108,258.5279622,2,2,2,2,2
2473,Reno,Chicago,4,American Airlines,15.74418605,108,268.8754633,2,2,2,2,2
2474,Reno,Dallas/Fort Worth,1,American Airlines,20.49348231,108,288.8591288,2,2,2,2,2
2475,Reno,Dallas/Fort Worth,2,American Airlines,14.59640523,108,278.2469629,2,2,2,2,2
2476,Reno,Dallas/Fort Worth,3,American Airlines,12.29662261,108,286.6614168,2,2,2,2,2
2477,Reno,Dallas/Fort Worth,4,American Airlines,6.64801444,108,301.3602881,2,2,2,2,2
2478,Reno,Phoenix,1,American Airlines,6.750577367,108,204.0253529,2,2,2,2,2
2479,Reno,Phoenix,2,American Airlines,5.018678161,108,203.5653798,2,2,2,2,2
2480,Reno,Phoenix,3,American Airlines,6.414496036,108,175.7939429,2,2,2,2,2
2481,Reno,Phoenix,4,American Airlines,6.931174089,108,191.1931328,2,2,2,2,2
2482,Richmond,Charlotte,1,American Airlines,6.23197903,108,228.5802875,2,2,2,2,2
2483,Richmond,Charlotte,2,American Airlines,11.28826816,108,236.1483213,2,2,2,2,2
2484,Richmond,Charlotte,3,American Airlines,8.899925317,108,211.3245217,2,2,2,2,2
2485,Richmond,Charlotte,4,American Airlines,4.734750462,108,216.8432232,2,2,2,2,2
2486,Richmond,Dallas/Fort Worth,1,American Airlines,12.58479532,108,369.8258898,2,2,2,2,2
2487,Richmond,Dallas/Fort Worth,2,American Airlines,27.11167513,108,365.6246033,2,2,2,2,2
2488,Richmond,Dallas/Fort Worth,3,American Airlines,19.5880102,108,328.7114961,2,2,2,2,2
2489,Richmond,Dallas/Fort Worth,4,American Airlines,11.40559441,108,355.4934991,2,2,2,2,2
2490,Richmond,Philadelphia,3,American Airlines,0,108,307.933986,2,2,2,2,2
2491,Richmond,Philadelphia,4,American Airlines,0,108,291.1584788,2,2,2,2,2
2492,Rochester,Charlotte,1,American Airlines,7.222560976,108,247.5921712,2,2,2,2,2
2493,Rochester,Charlotte,2,American Airlines,7.791304348,108,241.5742194,2,2,2,2,2
2494,Rochester,Charlotte,3,American Airlines,6.564643799,108,268.5721654,2,2,2,2,2
2495,Rochester,Charlotte,4,American Airlines,7.414141414,108,230.6835708,2,2,2,2,2
2496,Sacramento,Charlotte,1,American Airlines,4.617647059,108,307.459697,2,2,2,2,2
2497,Sacramento,Charlotte,2,American Airlines,8.971014493,108,320.4798764,2,2,2,2,2
2498,Sacramento,Charlotte,3,American Airlines,10.4281768,108,269.0043205,2,2,2,2,2
2499,Sacramento,Charlotte,4,American Airlines,9.304347826,108,288.4209257,2,2,2,2,2
2500,Sacramento,Chicago,1,American Airlines,6.703296703,108,255.8044737,2,2,2,2,2
2501,Sacramento,Chicago,2,American Airlines,10.59183673,108,254.9381328,2,2,2,2,2
2502,Sacramento,Chicago,3,American Airlines,23.63090129,108,258.0376952,2,2,2,2,2
2503,Sacramento,Chicago,4,American Airlines,12.53488372,108,263.9060089,2,2,2,2,2
2504,Sacramento,Dallas/Fort Worth,1,American Airlines,15.06422018,108,314.8906851,2,2,2,2,2
2505,Sacramento,Dallas/Fort Worth,2,American Airlines,16.92931937,108,299.5756966,2,2,2,2,2
2506,Sacramento,Dallas/Fort Worth,3,American Airlines,14.48657718,108,305.935021,2,2,2,2,2
2507,Sacramento,Dallas/Fort Worth,4,American Airlines,12.25666075,108,291.2707581,2,2,2,2,2
2508,Sacramento,Los Angeles,2,American Airlines,3.275862069,108,144.4035135,2,2,2,2,2
2509,Sacramento,Philadelphia,2,American Airlines,14.38709677,108,343.5165872,2,2,2,2,2
2510,Sacramento,Philadelphia,3,American Airlines,11.41666667,108,244.2037405,2,2,2,2,2
2511,Sacramento,Phoenix,1,American Airlines,6.811049724,108,206.6566984,2,2,2,2,2
2512,Sacramento,Phoenix,2,American Airlines,7.406105458,108,193.8424341,2,2,2,2,2
2513,Sacramento,Phoenix,3,American Airlines,8.931732933,108,220.528995,2,2,2,2,2
2514,Sacramento,Phoenix,4,American Airlines,7.754573171,108,197.1349318,2,2,2,2,2
2515,Salt Lake City,Charlotte,1,American Airlines,5.690217391,108,296.1735074,2,2,2,2,2
2516,Salt Lake City,Charlotte,2,American Airlines,2.734597156,108,280.3149113,2,2,2,2,2
2517,Salt Lake City,Charlotte,3,American Airlines,7.492592593,108,321.8083594,2,2,2,2,2
2518,Salt Lake City,Charlotte,4,American Airlines,4.725925926,108,275.9747294,2,2,2,2,2
2519,Salt Lake City,Chicago,1,American Airlines,13.89,108,250.6075214,2,2,2,2,2
2520,Salt Lake City,Chicago,2,American Airlines,23.13740458,108,222.5221661,2,2,2,2,2
2521,Salt Lake City,Chicago,3,American Airlines,16.3877551,108,250.4946154,2,2,2,2,2
2522,Salt Lake City,Chicago,4,American Airlines,19.39170507,108,217.2355203,2,2,2,2,2
2523,Salt Lake City,Dallas/Fort Worth,1,American Airlines,14.97051282,108,287.0762178,2,2,2,2,2
2524,Salt Lake City,Dallas/Fort Worth,2,American Airlines,13.25848242,108,255.5593443,2,2,2,2,2
2525,Salt Lake City,Dallas/Fort Worth,3,American Airlines,8.454487179,108,309.9180452,2,2,2,2,2
2526,Salt Lake City,Dallas/Fort Worth,4,American Airlines,9.031319911,108,235.4192228,2,2,2,2,2
2527,Salt Lake City,Miami,1,American Airlines,11.21341463,108,281.5519698,2,2,2,2,2
2528,Salt Lake City,Miami,2,American Airlines,10.55882353,108,277.6701605,2,2,2,2,2
2529,Salt Lake City,Miami,3,American Airlines,7.125,108,248.7915315,2,2,2,2,2
2530,Salt Lake City,Miami,4,American Airlines,7.804347826,108,264.2253003,2,2,2,2,2
2531,Salt Lake City,Philadelphia,1,American Airlines,3.422619048,108,302.7239943,2,2,2,2,2
2532,Salt Lake City,Philadelphia,2,American Airlines,7.947916667,108,290.333937,2,2,2,2,2
2533,Salt Lake City,Philadelphia,3,American Airlines,9.930481283,108,317.6536631,2,2,2,2,2
2534,Salt Lake City,Philadelphia,4,American Airlines,10.49019608,108,283.3685726,2,2,2,2,2
2535,Salt Lake City,Phoenix,1,American Airlines,6.992177314,108,186.6145846,2,2,2,2,2
2536,Salt Lake City,Phoenix,2,American Airlines,8.118316268,108,163.0383692,2,2,2,2,2
2537,Salt Lake City,Phoenix,3,American Airlines,8.870106762,108,178.8218708,2,2,2,2,2
2538,Salt Lake City,Phoenix,4,American Airlines,7.183274021,108,137.1198512,2,2,2,2,2
2539,San Antonio,Charlotte,1,American Airlines,9.637305699,108,283.0658296,2,2,2,2,2
2540,San Antonio,Charlotte,2,American Airlines,11,108,280.3131886,2,2,2,2,2
2541,San Antonio,Charlotte,3,American Airlines,8.594843462,108,264.1139337,2,2,2,2,2
2542,San Antonio,Charlotte,4,American Airlines,4.960526316,108,266.9491904,2,2,2,2,2
2543,San Antonio,Chicago,1,American Airlines,8.931034483,108,255.7376102,2,2,2,2,2
2544,San Antonio,Chicago,2,American Airlines,17.59708738,108,226.6342037,2,2,2,2,2
2545,San Antonio,Chicago,3,American Airlines,16.73033708,108,261.9497682,2,2,2,2,2
2546,San Antonio,Chicago,4,American Airlines,5.5,108,247.8315139,2,2,2,2,2
2547,San Antonio,Dallas/Fort Worth,1,American Airlines,8.74025974,108,194.0818626,2,2,2,2,2
2548,San Antonio,Dallas/Fort Worth,2,American Airlines,14.36070901,108,202.1742669,2,2,2,2,2
2549,San Antonio,Dallas/Fort Worth,3,American Airlines,10.59057751,108,171.5398063,2,2,2,2,2
2550,San Antonio,Dallas/Fort Worth,4,American Airlines,8.508719974,108,178.4881183,2,2,2,2,2
2551,San Antonio,Miami,1,American Airlines,10.10989011,108,252.6334121,2,2,2,2,2
2552,San Antonio,Miami,2,American Airlines,3.83127572,108,262.2895607,2,2,2,2,2
2553,San Antonio,Miami,3,American Airlines,8.227488152,108,227.158144,2,2,2,2,2
2554,San Antonio,Miami,4,American Airlines,9.311403509,108,237.8200568,2,2,2,2,2
2555,San Antonio,Philadelphia,2,American Airlines,3.451612903,108,318.3296789,2,2,2,2,2
2556,San Antonio,Philadelphia,3,American Airlines,3.293333333,108,258.475614,2,2,2,2,2
2557,San Antonio,Philadelphia,4,American Airlines,0.333333333,108,285.9449127,2,2,2,2,2
2558,San Antonio,Phoenix,1,American Airlines,0,108,271.520116,2,2,2,2,2
2559,San Antonio,Phoenix,2,American Airlines,4.759562842,108,232.6785426,2,2,2,2,2
2560,San Antonio,Phoenix,3,American Airlines,13.25668449,108,253.1927327,2,2,2,2,2
2561,San Antonio,Phoenix,4,American Airlines,5.863247863,108,263.9202542,2,2,2,2,2
2562,San Diego,Charlotte,1,American Airlines,6.495750708,108,378.3497066,2,2,2,2,2
2563,San Diego,Charlotte,2,American Airlines,8.475345168,108,346.4716342,2,2,2,2,2
2564,San Diego,Charlotte,3,American Airlines,7.337988827,108,360.1713169,2,2,2,2,2
2565,San Diego,Charlotte,4,American Airlines,6.906197655,108,336.3836981,2,2,2,2,2
2566,San Diego,Chicago,1,American Airlines,7.854233655,108,268.4697601,2,2,2,2,2
2567,San Diego,Chicago,2,American Airlines,9.310375671,108,274.4519011,2,2,2,2,2
2568,San Diego,Chicago,3,American Airlines,9.312148029,108,237.8214452,2,2,2,2,2
2569,San Diego,Chicago,4,American Airlines,7.989463602,108,246.4264436,2,2,2,2,2
2570,San Diego,Dallas/Fort Worth,1,American Airlines,10.59217172,108,277.3518263,2,2,2,2,2
2571,San Diego,Dallas/Fort Worth,2,American Airlines,11.11244316,108,265.195901,2,2,2,2,2
2572,San Diego,Dallas/Fort Worth,3,American Airlines,11.07454695,108,218.2353113,2,2,2,2,2
2573,San Diego,Dallas/Fort Worth,4,American Airlines,9.675826535,108,224.631747,2,2,2,2,2
2574,San Diego,Miami,1,American Airlines,7.286532951,108,313.3600097,2,2,2,2,2
2575,San Diego,Miami,2,American Airlines,11.20481928,108,310.0347188,2,2,2,2,2
2576,San Diego,Miami,3,American Airlines,8.006269592,108,287.9293385,2,2,2,2,2
2577,San Diego,Miami,4,American Airlines,7.924528302,108,297.8487779,2,2,2,2,2
2578,San Diego,New York,1,American Airlines,9.298113208,108,348.557399,2,2,2,2,2
2579,San Diego,New York,2,American Airlines,19.63525836,108,340.8986567,2,2,2,2,2
2580,San Diego,New York,3,American Airlines,13.53196931,108,379.243882,2,2,2,2,2
2581,San Diego,New York,4,American Airlines,12.40372671,108,328.3587113,2,2,2,2,2
2582,San Diego,Philadelphia,1,American Airlines,6.032934132,108,373.3454242,2,2,2,2,2
2583,San Diego,Philadelphia,2,American Airlines,6.8866171,108,386.4102856,2,2,2,2,2
2584,San Diego,Philadelphia,3,American Airlines,6.844474761,108,351.296027,2,2,2,2,2
2585,San Diego,Philadelphia,4,American Airlines,8.555172414,108,358.9670069,2,2,2,2,2
2586,San Diego,Phoenix,1,American Airlines,5.796052632,108,168.8864278,2,2,2,2,2
2587,San Diego,Phoenix,2,American Airlines,7.336306869,108,167.2932717,2,2,2,2,2
2588,San Diego,Phoenix,3,American Airlines,9.223741007,108,178.2608226,2,2,2,2,2
2589,San Diego,Phoenix,4,American Airlines,8.747973471,108,167.4130944,2,2,2,2,2
2590,San Francisco,Charlotte,1,American Airlines,7.305424528,108,430.9987069,2,2,2,2,2
2591,San Francisco,Charlotte,2,American Airlines,5.919080068,108,383.8246071,2,2,2,2,2
2592,San Francisco,Charlotte,3,American Airlines,7.505459216,108,422.2038462,2,2,2,2,2
2593,San Francisco,Charlotte,4,American Airlines,7.403322259,108,385.4060736,2,2,2,2,2
2594,San Francisco,Chicago,1,American Airlines,14.28360656,108,293.3283373,2,2,2,2,2
2595,San Francisco,Chicago,2,American Airlines,11.70280374,108,323.5614437,2,2,2,2,2
2596,San Francisco,Chicago,3,American Airlines,13.0099889,108,311.0237745,2,2,2,2,2
2597,San Francisco,Chicago,4,American Airlines,12.91716687,108,263.9856502,2,2,2,2,2
2598,San Francisco,Dallas/Fort Worth,1,American Airlines,14.13440659,108,286.3317973,2,2,2,2,2
2599,San Francisco,Dallas/Fort Worth,2,American Airlines,13.5003811,108,287.8116035,2,2,2,2,2
2600,San Francisco,Dallas/Fort Worth,3,American Airlines,14.79314243,108,305.9198157,2,2,2,2,2
2601,San Francisco,Dallas/Fort Worth,4,American Airlines,15.39530333,108,283.3382626,2,2,2,2,2
